Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
WISCONSIN,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20211519,POINT (-89.732969 44.639954)
IDAHO,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211568,POINT (-64.840836 18.060868)
MICHIGAN,2021,15,,-,6,,,-,2,,,-,0,,,-,,-,MICHIGAN,,20211517,POINT (-85.730977 44.874798)
GEORGIA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,15,,-,3,,6,,6,,,-,0,,,-,,-,,NEW YORK CITY,20211512,
ARKANSAS,2021,15,,-,3,,6,,6,,,-,0,,,-,,-,ARKANSAS,,20211544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20211541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211527,POINT (-100.230491 44.43614)
WYOMING,2021,15,,-,5,,,-,5,,,-,0,,,-,,-,WYOMING,,20211556,POINT (-107.55145 42.999627)
MISSOURI,2021,15,,-,3,,1,,1,,,-,0,,,-,,-,MISSOURI,,20211524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,15,,-,3,,6,,6,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211509,
CALIFORNIA,2021,15,,-,13,,,-,44,,,-,0,,,-,,-,CALIFORNIA,,20211559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,15,,-,5,,1,,3,,,-,0,,,-,,-,WEST VIRGINIA,,20211537,POINT (-80.613729 38.642579)
FLORIDA,2021,15,,-,11,,22,,77,,,-,0,,,-,,-,FLORIDA,,20211531,POINT (-82.420978 28.260731)
MONTANA,2021,15,,-,2,,,-,1,,,-,0,,,-,,-,MONTANA,,20211552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,15,,-,4,,4,,3,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211520,
MASSACHUSETTS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211505,POINT (-71.481104 42.151077)
INDIANA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211569,
US TERRITORIES,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211563,
TOTAL,2021,17,36,,54,,262,,456,,,-,0,,,-,,-,,TOTAL,20211770,
US RESIDENTS,2021,16,22,,54,,218,,420,,,-,0,,,-,,-,,US RESIDENTS,20211601,
US RESIDENTS,2021,17,36,,54,,262,,456,,,-,0,,,-,,-,,US RESIDENTS,20211701,
NEW HAMPSHIRE,2021,17,1,,4,,8,,4,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211706,POINT (-71.57139 43.680429)
NEW YORK,2021,17,7,,5,,12,,,-,,-,0,,,-,,-,NEW YORK,,20211711,POINT (-75.59655 42.921241)
PACIFIC,2021,17,1,,14,,2,,58,,,-,0,,,-,,-,,PACIFIC,20211757,
WEST SOUTH CENTRAL,2021,17,11,,33,,89,,149,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211743,
NEBRASKA,2021,17,,-,4,,5,,2,,,-,0,,,-,,-,NEBRASKA,,20211725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,17,3,,6,,10,,16,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211738,
NORTH DAKOTA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211726,POINT (-100.46931 47.446305)
NEVADA,2021,17,,-,4,,,-,1,,,-,0,,,-,,-,NEVADA,,20211753,POINT (-114.916992 39.283294)
ILLINOIS,2021,17,,-,6,,2,,3,,,-,0,,,-,,-,ILLINOIS,,20211715,POINT (-89.148632 40.124144)
IOWA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211721,POINT (-93.500061 42.074659)
TEXAS,2021,17,4,,33,,72,,141,,,-,0,,,-,,-,TEXAS,,20211747,POINT (-99.317341 31.447238)
ALASKA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211730,POINT (-77.016275 38.904785)
WASHINGTON,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20211762,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,17,4,,12,,31,,33,,,-,0,,,-,,-,,NEW ENGLAND,20211702,
RHODE ISLAND,2021,17,,-,12,,4,,,-,,-,0,,,-,,-,RHODE ISLAND,,20211707,POINT (-71.534637 41.572574)
OREGON,2021,17,1,,2,,2,,,-,,-,0,,,-,,-,OREGON,,20211761,POINT (-120.605279 43.940449)
DELAWARE,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211729,POINT (-75.452394 38.994926)
ALABAMA,2021,17,3,,4,,10,,14,,,-,0,,,-,,-,ALABAMA,,20211739,POINT (-86.844516 32.756889)
KANSAS,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,17,10,,11,,75,,89,,,-,0,,,-,,-,NORTH CAROLINA,,20211734,POINT (-79.130883 35.52603)
GUAM,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211766,POINT (144.653198 13.3532)
TOTAL,2021,12,9,,54,,160,,296,,,-,0,,,-,,-,,TOTAL,20211270,
US RESIDENTS,2021,12,9,,54,,160,,296,,,-,0,,,-,,-,,US RESIDENTS,20211201,
NEW HAMPSHIRE,2021,12,2,,4,,4,,4,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211206,POINT (-71.57139 43.680429)
NEW YORK,2021,12,,-,6,,35,,,-,,-,0,,,-,,-,NEW YORK,,20211211,POINT (-75.59655 42.921241)
PACIFIC,2021,12,,-,14,,,-,27,,,-,0,,,-,,-,,PACIFIC,20211257,
WEST SOUTH CENTRAL,2021,12,,-,33,,38,,77,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211243,
NEBRASKA,2021,12,,-,4,,1,,2,,,-,0,,,-,,-,NEBRASKA,,20211225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,12,,-,6,,2,,14,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211238,
NORTH DAKOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211226,POINT (-100.46931 47.446305)
NEVADA,2021,12,,-,4,,,-,,-,,-,0,,,-,,-,NEVADA,,20211253,POINT (-114.916992 39.283294)
ILLINOIS,2021,12,,-,6,,1,,3,,,-,0,,,-,,-,ILLINOIS,,20211215,POINT (-89.148632 40.124144)
IOWA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211221,POINT (-93.500061 42.074659)
TEXAS,2021,12,,-,33,,32,,71,,,-,0,,,-,,-,TEXAS,,20211247,POINT (-99.317341 31.447238)
ALASKA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211230,POINT (-77.016275 38.904785)
WASHINGTON,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20211262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,12,2,,12,,14,,21,,,-,0,,,-,,-,,NEW ENGLAND,20211202,
RHODE ISLAND,2021,12,,-,12,,1,,,-,,-,0,,,-,,-,RHODE ISLAND,,20211207,POINT (-71.534637 41.572574)
OREGON,2021,12,,-,2,,,-,,-,,-,0,,,-,,-,OREGON,,20211261,POINT (-120.605279 43.940449)
DELAWARE,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211229,POINT (-75.452394 38.994926)
ALABAMA,2021,12,,-,4,,2,,12,,,-,0,,,-,,-,ALABAMA,,20211239,POINT (-86.844516 32.756889)
NEW JERSEY,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211710,POINT (-74.655514 40.110253)
NEW MEXICO,2021,17,,-,1,,,-,3,,,-,0,,,-,,-,NEW MEXICO,,20211754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,17,,-,14,,6,,8,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20211714,
TENNESSEE,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211703,POINT (-72.738288 41.575155)
MARYLAND,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211733,POINT (-76.687282 38.946466)
KANSAS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,12,7,,11,,47,,62,,,-,0,,,-,,-,NORTH CAROLINA,,20211234,POINT (-79.130883 35.52603)
GUAM,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211266,POINT (144.653198 13.3532)
NEW JERSEY,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,12,,-,1,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20211254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,12,,-,14,,2,,6,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20211214,
TENNESSEE,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211203,POINT (-72.738288 41.575155)
MARYLAND,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,12,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20211235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,12,,-,18,,3,,2,,,-,0,,,-,,-,OKLAHOMA,,20211246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211265,POINT (145.725693 15.1834)
OHIO,2021,12,,-,3,,1,,1,,,-,0,,,-,,-,OHIO,,20211218,POINT (-82.70936 40.415534)
MINNESOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211223,POINT (-94.198308 46.349153)
LOUISIANA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211245,POINT (-91.840238 30.921314)
HAWAII,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,12,7,,12,,67,,142,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211228,
PENNSYLVANIA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211213,POINT (-77.838886 40.896694)
UTAH,2021,12,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20211255,POINT (-111.678222 39.323779)
COLORADO,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211250,POINT (-105.547832 38.998552)
VERMONT,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211208,POINT (-72.662695 44.075252)
KENTUCKY,2021,12,,-,5,,,-,1,,,-,0,,,-,,-,KENTUCKY,,20211240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211267,POINT (-66.414655 18.215692)
MAINE,2021,12,,-,6,,9,,17,,,-,0,,,-,,-,MAINE,,20211204,POINT (-69.06137 45.117911)
VIRGINIA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211236,POINT (-78.666382 37.510861)
ARIZONA,2021,12,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20211249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211264,
WISCONSIN,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20211219,POINT (-89.732969 44.639954)
IDAHO,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211268,POINT (-64.840836 18.060868)
MICHIGAN,2021,12,,-,6,,,-,2,,,-,0,,,-,,-,MICHIGAN,,20211217,POINT (-85.730977 44.874798)
GEORGIA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211212,
ARKANSAS,2021,12,,-,3,,3,,4,,,-,0,,,-,,-,ARKANSAS,,20211244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20211241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211227,POINT (-100.230491 44.43614)
WYOMING,2021,12,,-,5,,,-,3,,,-,0,,,-,,-,WYOMING,,20211256,POINT (-107.55145 42.999627)
MISSOURI,2021,12,,-,3,,1,,1,,,-,0,,,-,,-,MISSOURI,,20211224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,12,,-,6,,35,,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211209,
CALIFORNIA,2021,12,,-,13,,,-,27,,,-,0,,,-,,-,CALIFORNIA,,20211259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,12,,-,5,,1,,3,,,-,0,,,-,,-,WEST VIRGINIA,,20211237,POINT (-80.613729 38.642579)
FLORIDA,2021,12,,-,8,,19,,77,,,-,0,,,-,,-,FLORIDA,,20211231,POINT (-82.420978 28.260731)
MONTANA,2021,12,,-,2,,,-,1,,,-,0,,,-,,-,MONTANA,,20211252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,12,,-,4,,2,,3,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211220,
MASSACHUSETTS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,12,,-,11,,,-,6,,,-,0,,,-,,-,,MOUNTAIN,20211248,
INDIANA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211269,
US TERRITORIES,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211263,
SOUTH CAROLINA,2021,17,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20211735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,17,7,,18,,10,,2,,,-,0,,,-,,-,OKLAHOMA,,20211746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211765,POINT (145.725693 15.1834)
OHIO,2021,17,,-,3,,3,,3,,,-,0,,,-,,-,OHIO,,20211718,POINT (-82.70936 40.415534)
MINNESOTA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211723,POINT (-94.198308 46.349153)
LOUISIANA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211745,POINT (-91.840238 30.921314)
HAWAII,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,17,10,,15,,100,,169,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211728,
PENNSYLVANIA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211713,POINT (-77.838886 40.896694)
UTAH,2021,17,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20211755,POINT (-111.678222 39.323779)
COLORADO,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211750,POINT (-105.547832 38.998552)
VERMONT,2021,17,,-,2,,,-,3,,,-,0,,,-,,-,VERMONT,,20211708,POINT (-72.662695 44.075252)
KENTUCKY,2021,17,,-,5,,,-,1,,,-,0,,,-,,-,KENTUCKY,,20211740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211767,POINT (-66.414655 18.215692)
MAINE,2021,17,3,,3,,19,,26,,,-,0,,,-,,-,MAINE,,20211704,POINT (-69.06137 45.117911)
VIRGINIA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211736,POINT (-78.666382 37.510861)
ARIZONA,2021,17,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20211749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211764,
WISCONSIN,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20211719,POINT (-89.732969 44.639954)
IDAHO,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211768,POINT (-64.840836 18.060868)
MICHIGAN,2021,17,,-,6,,1,,2,,,-,0,,,-,,-,MICHIGAN,,20211717,POINT (-85.730977 44.874798)
GEORGIA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,17,,-,3,,6,,6,,,-,0,,,-,,-,,NEW YORK CITY,20211712,
ARKANSAS,2021,17,,-,3,,7,,6,,,-,0,,,-,,-,ARKANSAS,,20211744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,17,,-,0,,,-,1,,,-,0,,,-,,-,MISSISSIPPI,,20211741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211727,POINT (-100.230491 44.43614)
WYOMING,2021,17,,-,5,,,-,7,,,-,0,,,-,,-,WYOMING,,20211756,POINT (-107.55145 42.999627)
MISSOURI,2021,17,,-,3,,1,,3,,,-,0,,,-,,-,MISSOURI,,20211724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,17,7,,5,,18,,6,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211709,
TOTAL,2021,15,9,,54,,191,,381,,,-,0,,,-,,-,,TOTAL,20211570,
PACIFIC,2021,15,,-,14,,,-,44,,,-,0,,,-,,-,,PACIFIC,20211557,
WEST SOUTH CENTRAL,2021,15,2,,33,,69,,120,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211543,
EAST SOUTH CENTRAL,2021,15,2,,6,,4,,16,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211538,
NEVADA,2021,15,,-,4,,,-,,-,,-,0,,,-,,-,NEVADA,,20211553,POINT (-114.916992 39.283294)
TEXAS,2021,15,2,,33,,60,,112,,,-,0,,,-,,-,TEXAS,,20211547,POINT (-99.317341 31.447238)
ALASKA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211530,POINT (-77.016275 38.904785)
WASHINGTON,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20211562,POINT (-120.592492 47.411715)
OREGON,2021,15,,-,2,,,-,,-,,-,0,,,-,,-,OREGON,,20211561,POINT (-120.605279 43.940449)
MOUNTAIN,2021,15,,-,11,,,-,8,,,-,0,,,-,,-,,MOUNTAIN,20211548,
CALIFORNIA,2021,17,,-,13,,,-,58,,,-,0,,,-,,-,CALIFORNIA,,20211759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,17,,-,5,,1,,3,,,-,0,,,-,,-,WEST VIRGINIA,,20211737,POINT (-80.613729 38.642579)
FLORIDA,2021,17,,-,13,,24,,77,,,-,0,,,-,,-,FLORIDA,,20211731,POINT (-82.420978 28.260731)
MONTANA,2021,17,,-,2,,,-,1,,,-,0,,,-,,-,MONTANA,,20211752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,17,,-,4,,6,,5,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211720,
MASSACHUSETTS,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,17,,-,11,,,-,12,,,-,0,,,-,,-,,MOUNTAIN,20211748,
INDIANA,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211716,POINT (-86.2818 39.919991)
US RESIDENTS,2021,15,9,,54,,191,,381,,,-,0,,,-,,-,,US RESIDENTS,20211501,
TOTAL,2021,21,30,,51,,392,,620,,,-,0,,,-,,-,,TOTAL,20212170,
US RESIDENTS,2021,21,30,,51,,392,,620,,,-,0,,,-,,-,,US RESIDENTS,20212101,
NEW HAMPSHIRE,2021,15,3,,4,,7,,4,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211506,POINT (-71.57139 43.680429)
NEW YORK,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211511,POINT (-75.59655 42.921241)
NEW HAMPSHIRE,2021,21,,-,4,,9,,5,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212106,POINT (-71.57139 43.680429)
NEW YORK,2021,21,12,,11,,52,,,-,,-,0,,,-,,-,NEW YORK,,20212111,POINT (-75.59655 42.921241)
NEBRASKA,2021,15,,-,4,,3,,2,,,-,0,,,-,,-,NEBRASKA,,20211525,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211526,POINT (-100.46931 47.446305)
PACIFIC,2021,21,,-,14,,2,,82,,,-,0,,,-,,-,,PACIFIC,20212157,
WEST SOUTH CENTRAL,2021,21,12,,33,,136,,218,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20212143,
ILLINOIS,2021,15,,-,6,,2,,3,,,-,0,,,-,,-,ILLINOIS,,20211515,POINT (-89.148632 40.124144)
NEBRASKA,2021,21,,-,4,,7,,4,,,-,0,,,-,,-,NEBRASKA,,20212125,POINT (-99.810595 41.527099)
IOWA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211521,POINT (-93.500061 42.074659)
EAST SOUTH CENTRAL,2021,21,1,,6,,12,,28,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20212138,
NEW ENGLAND,2021,15,3,,12,,22,,24,,,-,0,,,-,,-,,NEW ENGLAND,20211502,
RHODE ISLAND,2021,15,,-,12,,1,,,-,,-,0,,,-,,-,RHODE ISLAND,,20211507,POINT (-71.534637 41.572574)
DELAWARE,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211529,POINT (-75.452394 38.994926)
NORTH DAKOTA,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20212126,POINT (-100.46931 47.446305)
NEVADA,2021,21,,-,4,,1,,2,,,-,0,,,-,,-,NEVADA,,20212153,POINT (-114.916992 39.283294)
ILLINOIS,2021,21,3,,6,,8,,4,,,-,0,,,-,,-,ILLINOIS,,20212115,POINT (-89.148632 40.124144)
IOWA,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212121,POINT (-93.500061 42.074659)
TEXAS,2021,21,12,,33,,118,,206,,,-,0,,,-,,-,TEXAS,,20212147,POINT (-99.317341 31.447238)
ALASKA,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212130,POINT (-77.016275 38.904785)
WASHINGTON,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20212162,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,21,,-,12,,37,,43,,,-,0,,,-,,-,,NEW ENGLAND,20212102,
RHODE ISLAND,2021,21,,-,12,,5,,4,,,-,0,,,-,,-,RHODE ISLAND,,20212107,POINT (-71.534637 41.572574)
OREGON,2021,21,,-,2,,2,,,-,,-,0,,,-,,-,OREGON,,20212161,POINT (-120.605279 43.940449)
DELAWARE,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212129,POINT (-75.452394 38.994926)
ALABAMA,2021,21,1,,4,,11,,21,,,-,0,,,-,,-,ALABAMA,,20212139,POINT (-86.844516 32.756889)
KANSAS,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,21,,-,11,,89,,114,,,-,0,,,-,,-,NORTH CAROLINA,,20212134,POINT (-79.130883 35.52603)
GUAM,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212166,POINT (144.653198 13.3532)
NEW JERSEY,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212110,POINT (-74.655514 40.110253)
NEW MEXICO,2021,21,,-,2,,,-,6,,,-,0,,,-,,-,NEW MEXICO,,20212154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,21,5,,14,,17,,13,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20212114,
TENNESSEE,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212142,POINT (-86.343226 35.842998)
CONNECTICUT,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212103,POINT (-72.738288 41.575155)
MARYLAND,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212133,POINT (-76.687282 38.946466)
