Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
INDIANA,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203969,
US TERRITORIES,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203963,
TOTAL,2020,40,26,,65,,1347,,2191,,,-,0,,,-,,-,,TOTAL,20204070,
US RESIDENTS,2020,40,26,,65,,1347,,2191,,,-,0,,,-,,-,,US RESIDENTS,20204001,
NEW HAMPSHIRE,2020,40,1,,2,,20,,27,,,-,0,,,-,,-,NEW HAMPSHIRE,,20204006,POINT (-71.57139 43.680429)
PACIFIC,2020,40,,-,14,,123,,223,,,-,0,,,-,,-,,PACIFIC,20204057,
WEST SOUTH CENTRAL,2020,40,5,,20,,266,,481,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204043,
NEBRASKA,2020,40,,-,4,,18,,19,,,-,0,,,-,,-,NEBRASKA,,20204025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,40,6,,7,,54,,52,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204038,
NORTH DAKOTA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204026,POINT (-100.46931 47.446305)
NEVADA,2020,40,,-,2,,8,,18,,,-,0,,,-,,-,NEVADA,,20204053,POINT (-114.916992 39.283294)
IOWA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204021,POINT (-93.500061 42.074659)
TEXAS,2020,40,5,,20,,263,,436,,,-,0,,,-,,-,TEXAS,,20204047,POINT (-99.317341 31.447238)
ALASKA,2020,40,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20204058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204030,POINT (-77.016275 38.904785)
WASHINGTON,2020,40,,-,9,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20204062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,40,4,,8,,98,,135,,,-,0,,,-,,-,,NEW ENGLAND,20204002,
OREGON,2020,40,,-,2,,8,,1,,,-,0,,,-,,-,OREGON,,20204061,POINT (-120.605279 43.940449)
DELAWARE,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204029,POINT (-75.452394 38.994926)
ALABAMA,2020,40,1,,4,,40,,41,,,-,0,,,-,,-,ALABAMA,,20204039,POINT (-86.844516 32.756889)
KANSAS,2020,40,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20204022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,40,8,,11,,249,,256,,,-,0,,,-,,-,NORTH CAROLINA,,20204034,POINT (-79.130883 35.52603)
GUAM,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204066,POINT (144.653198 13.3532)
NEW MEXICO,2020,40,,-,2,,8,,21,,,-,0,,,-,,-,NEW MEXICO,,20204054,POINT (-106.108388 34.421369)
TENNESSEE,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,40,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20204003,POINT (-72.738288 41.575155)
MARYLAND,2020,40,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20204033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,40,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20204035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,40,,-,2,,2,,22,,,-,0,,,-,,-,OKLAHOMA,,20204046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204065,POINT (145.725693 15.1834)
OHIO,2020,40,1,,3,,31,,40,,,-,0,,,-,,-,OHIO,,20204018,POINT (-82.70936 40.415534)
MINNESOTA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204023,POINT (-94.198308 46.349153)
LOUISIANA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204045,POINT (-91.840238 30.921314)
HAWAII,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,40,9,,41,,327,,532,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204028,
PENNSYLVANIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204013,POINT (-77.838886 40.896694)
UTAH,2020,40,,-,3,,5,,12,,,-,0,,,-,,-,UTAH,,20204055,POINT (-111.678222 39.323779)
COLORADO,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204050,POINT (-105.547832 38.998552)
VERMONT,2020,40,,-,2,,,-,13,,,-,0,,,-,,-,VERMONT,,20204008,POINT (-72.662695 44.075252)
KENTUCKY,2020,40,5,,5,,13,,9,,,-,0,,,-,,-,KENTUCKY,,20204040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204067,POINT (-66.414655 18.215692)
MAINE,2020,40,2,,6,,63,,70,,,-,0,,,-,,-,MAINE,,20204004,POINT (-69.06137 45.117911)
VIRGINIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204036,POINT (-78.666382 37.510861)
ARIZONA,2020,40,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20204049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204064,
WISCONSIN,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204019,POINT (-89.732969 44.639954)
IDAHO,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204068,POINT (-64.840836 18.060868)
MICHIGAN,2020,40,,-,6,,19,,46,,,-,0,,,-,,-,MICHIGAN,,20204017,POINT (-85.730977 44.874798)
GEORGIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,40,,-,2,,,-,18,,,-,0,,,-,,-,,NEW YORK CITY,20204012,
ARKANSAS,2020,40,,-,1,,1,,23,,,-,0,,,-,,-,ARKANSAS,,20204044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,40,,-,1,,1,,2,,,-,0,,,-,,-,MISSISSIPPI,,20204041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,40,,-,0,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20204027,POINT (-100.230491 44.43614)
WYOMING,2020,40,,-,1,,,-,26,,,-,0,,,-,,-,WYOMING,,20204056,POINT (-107.55145 42.999627)
MISSOURI,2020,40,,-,3,,9,,23,,,-,0,,,-,,-,MISSOURI,,20204024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,40,,-,27,,332,,454,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204009,
CALIFORNIA,2020,40,,-,14,,115,,215,,,-,0,,,-,,-,CALIFORNIA,,20204059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,40,1,,5,,23,,44,,,-,0,,,-,,-,WEST VIRGINIA,,20204037,POINT (-80.613729 38.642579)
FLORIDA,2020,40,,-,38,,55,,120,,,-,0,,,-,,-,FLORIDA,,20204031,POINT (-82.420978 28.260731)
MONTANA,2020,40,,-,2,,12,,16,,,-,0,,,-,,-,MONTANA,,20204052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,40,,-,6,,27,,87,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204020,
MASSACHUSETTS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,40,,-,7,,33,,93,,,-,0,,,-,,-,,MOUNTAIN,20204048,
INDIANA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204069,
US TERRITORIES,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204063,
MOUNTAIN,2020,48,,-,7,,41,,97,,,-,0,,,-,,-,,MOUNTAIN,20204848,
TOTAL,2020,48,6,,57,,1653,,2509,,,-,0,,,-,,-,,TOTAL,20204870,
PACIFIC,2020,48,,-,10,,144,,272,,,-,0,,,-,,-,,PACIFIC,20204857,
NEVADA,2020,48,,-,2,,10,,18,,,-,0,,,-,,-,NEVADA,,20204853,POINT (-114.916992 39.283294)
ALASKA,2020,48,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20204858,POINT (-151.631889 63.631126)
WASHINGTON,2020,48,,-,9,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20204862,POINT (-120.592492 47.411715)
OREGON,2020,48,,-,2,,8,,1,,,-,0,,,-,,-,OREGON,,20204861,POINT (-120.605279 43.940449)
GUAM,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204866,POINT (144.653198 13.3532)
NEW MEXICO,2020,48,,-,2,,10,,23,,,-,0,,,-,,-,NEW MEXICO,,20204854,POINT (-106.108388 34.421369)
NORTHERN MARIANA ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204865,POINT (145.725693 15.1834)
HAWAII,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204860,POINT (-157.854309 21.361013)
UTAH,2020,48,,-,3,,9,,12,,,-,0,,,-,,-,UTAH,,20204855,POINT (-111.678222 39.323779)
COLORADO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204850,POINT (-105.547832 38.998552)
PUERTO RICO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204867,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204864,
IDAHO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204868,POINT (-64.840836 18.060868)
WYOMING,2020,48,,-,0,,,-,26,,,-,0,,,-,,-,WYOMING,,20204856,POINT (-107.55145 42.999627)
CALIFORNIA,2020,48,,-,9,,136,,264,,,-,0,,,-,,-,CALIFORNIA,,20204859,POINT (-119.662127 37.211164)
MONTANA,2020,48,,-,2,,12,,18,,,-,0,,,-,,-,MONTANA,,20204852,POINT (-109.645127 47.033521)
NON-US RESIDENTS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204869,
US TERRITORIES,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204863,
WEST SOUTH CENTRAL,2020,50,1,,33,,402,,586,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20205043,
EAST SOUTH CENTRAL,2020,50,1,,6,,59,,64,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20205038,
ALABAMA,2020,50,1,,4,,45,,47,,,-,0,,,-,,-,ALABAMA,,20205039,POINT (-86.844516 32.756889)
TENNESSEE,2020,50,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20205042,POINT (-86.343226 35.842998)
LOUISIANA,2020,50,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20205045,POINT (-91.840238 30.921314)
KENTUCKY,2020,50,,-,5,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20205040,POINT (-85.290484 37.526683)
ARKANSAS,2020,50,,-,3,,32,,25,,,-,0,,,-,,-,ARKANSAS,,20205044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,50,,-,1,,1,,3,,,-,0,,,-,,-,MISSISSIPPI,,20205041,POINT (-89.65344 32.713378)
WEST VIRGINIA,2020,50,,-,5,,24,,54,,,-,0,,,-,,-,WEST VIRGINIA,,20205037,POINT (-80.613729 38.642579)
US RESIDENTS,2020,48,6,,57,,1653,,2509,,,-,0,,,-,,-,,US RESIDENTS,20204801,
NEW HAMPSHIRE,2020,48,,-,4,,25,,29,,,-,0,,,-,,-,NEW HAMPSHIRE,,20204806,POINT (-71.57139 43.680429)
NEW YORK,2020,48,2,,26,,395,,518,,,-,0,,,-,,-,NEW YORK,,20204811,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,48,4,,33,,389,,557,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204843,
TOTAL,2020,41,31,,63,,1412,,2254,,,-,0,,,-,,-,,TOTAL,20204170,
US RESIDENTS,2020,41,31,,63,,1412,,2254,,,-,0,,,-,,-,,US RESIDENTS,20204101,
NEW HAMPSHIRE,2020,41,,-,2,,20,,27,,,-,0,,,-,,-,NEW HAMPSHIRE,,20204106,POINT (-71.57139 43.680429)
NEW YORK,2020,41,8,,27,,340,,445,,,-,0,,,-,,-,NEW YORK,,20204111,POINT (-75.59655 42.921241)
PACIFIC,2020,41,,-,14,,123,,237,,,-,0,,,-,,-,,PACIFIC,20204157,
WEST SOUTH CENTRAL,2020,41,9,,22,,304,,491,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204143,
NEBRASKA,2020,41,1,,4,,19,,20,,,-,0,,,-,,-,NEBRASKA,,20204125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,41,1,,7,,55,,59,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204138,
NORTH DAKOTA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204126,POINT (-100.46931 47.446305)
NEVADA,2020,41,,-,2,,8,,18,,,-,0,,,-,,-,NEVADA,,20204153,POINT (-114.916992 39.283294)
ILLINOIS,2020,41,,-,6,,37,,51,,,-,0,,,-,,-,ILLINOIS,,20204115,POINT (-89.148632 40.124144)
IOWA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204121,POINT (-93.500061 42.074659)
TEXAS,2020,41,8,,20,,276,,446,,,-,0,,,-,,-,TEXAS,,20204147,POINT (-99.317341 31.447238)
ALASKA,2020,41,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20204158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204130,POINT (-77.016275 38.904785)
WASHINGTON,2020,41,,-,9,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20204162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,41,,-,8,,98,,137,,,-,0,,,-,,-,,NEW ENGLAND,20204102,
RHODE ISLAND,2020,41,,-,7,,15,,17,,,-,0,,,-,,-,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574)
OREGON,2020,41,,-,2,,8,,1,,,-,0,,,-,,-,OREGON,,20204161,POINT (-120.605279 43.940449)
DELAWARE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204129,POINT (-75.452394 38.994926)
ALABAMA,2020,41,1,,4,,41,,43,,,-,0,,,-,,-,ALABAMA,,20204139,POINT (-86.844516 32.756889)
KANSAS,2020,41,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20204122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,41,9,,11,,258,,263,,,-,0,,,-,,-,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603)
GUAM,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532)
NEW JERSEY,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,41,,-,2,,8,,21,,,-,0,,,-,,-,NEW MEXICO,,20204154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,41,2,,9,,91,,143,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204114,
TENNESSEE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,41,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20204103,POINT (-72.738288 41.575155)
MARYLAND,2020,41,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20204133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,41,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,41,,-,2,,2,,22,,,-,0,,,-,,-,OKLAHOMA,,20204146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834)
OHIO,2020,41,2,,3,,33,,40,,,-,0,,,-,,-,OHIO,,20204118,POINT (-82.70936 40.415534)
MINNESOTA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204123,POINT (-94.198308 46.349153)
LOUISIANA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204145,POINT (-91.840238 30.921314)
HAWAII,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,41,10,,41,,340,,541,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204128,
PENNSYLVANIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694)
UTAH,2020,41,,-,3,,5,,12,,,-,0,,,-,,-,UTAH,,20204155,POINT (-111.678222 39.323779)
COLORADO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204150,POINT (-105.547832 38.998552)
VERMONT,2020,41,,-,2,,,-,13,,,-,0,,,-,,-,VERMONT,,20204108,POINT (-72.662695 44.075252)
NEBRASKA,2020,48,,-,4,,22,,20,,,-,0,,,-,,-,NEBRASKA,,20204825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,48,,-,6,,58,,64,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204838,
KENTUCKY,2020,41,,-,5,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20204140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204167,POINT (-66.414655 18.215692)
MAINE,2020,41,,-,6,,63,,72,,,-,0,,,-,,-,MAINE,,20204104,POINT (-69.06137 45.117911)
VIRGINIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204136,POINT (-78.666382 37.510861)
ARIZONA,2020,41,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20204149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204164,
WISCONSIN,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204119,POINT (-89.732969 44.639954)
IDAHO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868)
MICHIGAN,2020,41,,-,6,,21,,52,,,-,0,,,-,,-,MICHIGAN,,20204117,POINT (-85.730977 44.874798)
GEORGIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,41,,-,2,,,-,19,,,-,0,,,-,,-,,NEW YORK CITY,20204112,
ARKANSAS,2020,41,1,,3,,26,,23,,,-,0,,,-,,-,ARKANSAS,,20204144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,41,,-,1,,1,,2,,,-,0,,,-,,-,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,41,,-,0,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614)
WYOMING,2020,41,,-,0,,,-,26,,,-,0,,,-,,-,WYOMING,,20204156,POINT (-107.55145 42.999627)
MISSOURI,2020,41,,-,3,,9,,23,,,-,0,,,-,,-,MISSOURI,,20204124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,41,8,,27,,340,,464,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204109,
CALIFORNIA,2020,41,,-,14,,115,,229,,,-,0,,,-,,-,CALIFORNIA,,20204159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,41,1,,5,,24,,46,,,-,0,,,-,,-,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579)
FLORIDA,2020,41,,-,38,,58,,120,,,-,0,,,-,,-,FLORIDA,,20204131,POINT (-82.420978 28.260731)
MONTANA,2020,41,,-,2,,12,,17,,,-,0,,,-,,-,MONTANA,,20204152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,41,1,,4,,28,,88,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204120,
MASSACHUSETTS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,41,,-,7,,33,,94,,,-,0,,,-,,-,,MOUNTAIN,20204148,
INDIANA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204169,
US TERRITORIES,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204163,
NORTH DAKOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204826,POINT (-100.46931 47.446305)
ILLINOIS,2020,48,,-,6,,38,,53,,,-,0,,,-,,-,ILLINOIS,,20204815,POINT (-89.148632 40.124144)
IOWA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204821,POINT (-93.500061 42.074659)
TEXAS,2020,48,4,,33,,360,,509,,,-,0,,,-,,-,TEXAS,,20204847,POINT (-99.317341 31.447238)
DISTRICT OF COLUMBIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204830,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,48,,-,8,,112,,155,,,-,0,,,-,,-,,NEW ENGLAND,20204802,
RHODE ISLAND,2020,48,,-,7,,17,,22,,,-,0,,,-,,-,RHODE ISLAND,,20204807,POINT (-71.534637 41.572574)
DELAWARE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204829,POINT (-75.452394 38.994926)
ALABAMA,2020,48,,-,4,,44,,47,,,-,0,,,-,,-,ALABAMA,,20204839,POINT (-86.844516 32.756889)
KANSAS,2020,48,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20204822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,48,,-,11,,282,,293,,,-,0,,,-,,-,NORTH CAROLINA,,20204834,POINT (-79.130883 35.52603)
NEW JERSEY,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204810,POINT (-74.655514 40.110253)
EAST NORTH CENTRAL,2020,48,,-,9,,101,,148,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204814,
TENNESSEE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,48,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20204803,POINT (-72.738288 41.575155)
MARYLAND,2020,48,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20204833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,48,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20204835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,48,,-,2,,3,,23,,,-,0,,,-,,-,OKLAHOMA,,20204846,POINT (-97.508297 35.583449)
OHIO,2020,48,,-,3,,39,,43,,,-,0,,,-,,-,OHIO,,20204818,POINT (-82.70936 40.415534)
MINNESOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204823,POINT (-94.198308 46.349153)
LOUISIANA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204845,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2020,48,,-,37,,375,,586,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204828,
PENNSYLVANIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204813,POINT (-77.838886 40.896694)
VERMONT,2020,48,,-,1,,,-,15,,,-,0,,,-,,-,VERMONT,,20204808,POINT (-72.662695 44.075252)
KENTUCKY,2020,48,,-,5,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20204840,POINT (-85.290484 37.526683)
MAINE,2020,48,,-,6,,70,,81,,,-,0,,,-,,-,MAINE,,20204804,POINT (-69.06137 45.117911)
VIRGINIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204836,POINT (-78.666382 37.510861)
ARIZONA,2020,48,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20204849,POINT (-111.664616 34.293239)
WISCONSIN,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204819,POINT (-89.732969 44.639954)
MICHIGAN,2020,48,,-,4,,24,,52,,,-,0,,,-,,-,MICHIGAN,,20204817,POINT (-85.730977 44.874798)
GEORGIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,48,,-,0,,,-,24,,,-,0,,,-,,-,,NEW YORK CITY,20204812,
ARKANSAS,2020,48,,-,3,,26,,25,,,-,0,,,-,,-,ARKANSAS,,20204844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,48,,-,1,,1,,3,,,-,0,,,-,,-,MISSISSIPPI,,20204841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,48,,-,0,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20204827,POINT (-100.230491 44.43614)
MISSOURI,2020,48,,-,4,,16,,23,,,-,0,,,-,,-,MISSOURI,,20204824,POINT (-92.477244 38.3675)
